circRNA	esophagus1	esophagus2	esophagus3	esophagus4	sigmoid_colon1	sigmoid_colon2	sigmoid_colon3	sigmoid_colon4
chr12_1141787_1104750_fwd	0	0	0	1	0	0	0	0
chr12_1190052_1115866_fwd	0	0	1	1	0	0	0	7
chr12_1190052_1180540_fwd	0	0	5	1	3	5	0	0
chr12_1190052_1189859_fwd	0	0	8	0	0	0	0	0
chr12_1204512_1180540_fwd	0	0	0	0	0	0	0	0
chr12_1236904_1180540_fwd	0	0	0	0	0	0	0	0
chr12_1290012_1027748_fwd	0	0	0	0	0	0	0	0
chr12_1290012_1204501_fwd	0	0	1	0	0	0	0	0
chr12_1290012_1236769_fwd	0	0	0	0	0	4	0	6
chr12_1290012_1263034_fwd	0	0	1	0	0	0	0	0
chr12_1290012_1289852_fwd	8	0	16	1	9	7	27	16
chr12_1371977_1236769_fwd	0	0	0	0	0	0	0	0
chr12_1371977_1263034_fwd	0	0	0	0	0	0	0	13
chr12_1371977_1289852_fwd	0	0	18	3	3	13	0	34
chr12_1408247_1289852_fwd	4	26	6	0	0	2	0	7
chr12_1410453_1289852_fwd	0	0	0	0	0	2	0	0
chr12_1410453_1371833_fwd	0	0	0	0	2	0	0	0
chr12_1444750_1289852_fwd	0	0	4	0	0	3	5	8
chr12_1444750_1371833_fwd	9	22	3	0	0	5	0	4
chr12_29341734_29345540_rev	0	0	0	0	0	0	0	0
chr12_29343120_29345540_rev	0	0	0	0	0	0	3	0
chr12_29366877_29371670_rev	0	1	0	0	0	0	0	0
chr12_53286912_53285924_fwd	0	0	0	2	0	0	0	0
chr12_56132801_56132719_fwd	0	0	0	0	0	0	0	10
chr12_56134428_56133417_fwd	1	0	0	0	0	0	0	0
chr12_56139013_56136744_fwd	8	0	0	0	0	0	0	0
chr12_56143148_56143017_fwd	0	0	0	0	0	0	0	0
chr12_31662267_31661841_fwd	0	0	0	0	0	0	0	0
chr12_22673660_22643763_fwd	0	21	3	2	0	11	4	0
chr12_22673660_22659014_fwd	0	0	0	1	0	0	0	0
chr12_11853561_11839140_fwd	0	5	3	0	0	7	0	5
chr12_11869969_11853427_fwd	0	0	3	0	0	0	0	0
chr12_11869969_11869424_fwd	0	0	3	6	6	0	4	0
chr12_61753622_61867426_rev	1	0	0	0	0	0	0	0
chr12_110486717_110473078_fwd	0	6	0	0	0	0	0	0
chr12_110487943_110485078_fwd	0	0	0	4	8	19	17	17
chr12_31287634_31298224_rev	0	0	0	0	0	0	0	0
chr12_31293805_31295333_rev	0	0	0	0	0	0	0	0
chr12_8196518_8194203_fwd	0	0	0	0	0	0	3	0
chr12_29297200_29270412_fwd	0	0	4	0	0	0	0	0
chr12_29297200_29293300_fwd	0	0	10	0	0	8	0	0
chr12_29317012_29293300_fwd	0	0	0	0	0	0	0	0
chr12_29321924_29293300_fwd	0	0	2	0	0	0	0	0
chr12_132508350_132507252_fwd	1	0	0	6	16	44	2	47
chr12_132548032_132525734_fwd	0	0	0	0	0	2	0	5
chr12_117165485_117167077_rev	0	0	1	0	0	0	0	0
chr12_117165485_117186571_rev	14	0	0	0	0	0	0	0
chr12_116949706_116928023_fwd	0	0	9	1	0	0	0	0
chr12_116949706_116945364_fwd	0	2	0	0	0	0	0	0
chr12_116964854_116928023_fwd	0	0	1	0	0	10	6	0
chr12_116964854_116945364_fwd	0	0	1	0	0	0	0	0
chr12_116964854_116964697_fwd	0	0	0	0	0	0	0	0
chr12_116988869_116964697_fwd	0	0	4	0	0	0	0	0
chr12_116988869_116985206_fwd	0	0	7	0	0	0	5	6
chr12_117010450_116964697_fwd	0	0	0	0	0	0	0	0
chr12_117010450_116985206_fwd	1	0	0	0	0	4	0	0
chr12_32582467_32564137_fwd	0	0	0	0	0	0	0	0
chr12_32598586_32576266_fwd	0	0	1	0	0	0	0	0
chr12_32598586_32581960_fwd	2	0	0	0	0	0	0	0
chr12_32601423_32598497_fwd	0	1	2	2	0	0	0	2
chr12_32602317_32581960_fwd	0	0	0	0	0	0	6	0
chr12_32611283_32576266_fwd	0	0	0	0	0	3	0	0
chr12_32611283_32598497_fwd	1	19	15	4	0	5	0	0
chr12_32611283_32607957_fwd	0	0	13	5	0	0	0	2
chr12_32625779_32581960_fwd	0	0	3	0	0	0	0	0
chr12_32625779_32598497_fwd	0	1	0	0	0	0	0	0
chr12_32633689_32598497_fwd	0	0	0	1	0	0	0	0
chr12_32633689_32619698_fwd	0	0	8	0	0	0	2	0
chr12_95105007_95108561_rev	0	0	0	0	0	0	0	0
chr12_95105007_95141539_rev	0	0	0	0	0	4	0	5
chr12_95105007_95152993_rev	0	0	0	0	0	0	0	3
chr12_95105007_95172744_rev	0	0	0	0	0	2	0	0
chr12_95106954_95113701_rev	0	0	0	0	0	0	0	8
chr12_95113651_95137678_rev	0	0	0	0	0	0	0	0
chr12_95134739_95137678_rev	0	0	2	0	0	6	0	3
chr12_95134739_95141539_rev	0	0	0	0	0	3	4	4
chr12_95137522_95141539_rev	0	0	0	0	0	0	0	0
chr12_95137522_95152993_rev	0	0	0	0	0	4	0	0
chr12_95152811_95152993_rev	0	0	0	0	0	0	0	0
chr12_95172600_95211267_rev	0	0	0	1	0	0	16	0
chr12_95208843_95211267_rev	8	19	38	27	31	156	75	117
chr12_26957743_26954145_fwd	0	0	1	0	0	0	0	2
chr12_2800122_2798706_fwd	1	0	0	0	0	0	0	0
chr12_49661966_49666207_rev	0	0	0	0	0	2	0	0
chr12_8040165_8039819_fwd	0	0	1	0	0	17	0	11
chr12_8044958_8039819_fwd	0	0	0	0	0	0	0	5
chr12_8044958_8043701_fwd	0	0	1	0	0	0	0	0
chr12_8049571_8047882_fwd	0	0	0	0	0	0	0	0
chr12_69532056_69530865_fwd	0	0	1	0	0	0	0	0
chr12_69572281_69569005_fwd	0	0	0	0	0	0	0	0
chr12_4746258_4739163_fwd	0	0	0	0	0	0	0	0
chr12_6538339_6538101_fwd	0	0	0	0	0	0	4	0
chr12_100618587_100591736_fwd	0	0	0	6	0	0	0	0
chr12_120142507_120142941_rev	0	0	2	2	0	0	0	6
chr12_120154970_120155719_rev	45	38	42	20	26	98	53	69
chr12_120161490_120173826_rev	0	0	5	0	0	14	12	29
chr12_120164336_120164721_rev	2	0	0	0	0	2	0	0
chr12_120173653_120174169_rev	0	0	0	0	0	0	0	0
chr12_120175162_120176217_rev	0	6	5	0	0	0	0	11
chr12_120177447_120178950_rev	0	0	0	0	0	3	0	3
chr12_109934022_109939247_rev	0	0	0	0	0	7	0	2
chr12_109938380_109939247_rev	0	0	1	0	0	0	0	0
chr12_109938380_109945349_rev	0	0	0	0	0	0	4	0
chr12_109959847_109961685_rev	0	0	0	0	0	0	0	0
chr12_109980952_109983694_rev	0	0	2	0	0	0	0	0
chr12_109980952_109991760_rev	0	0	0	0	0	0	0	0
chr12_109988963_109991760_rev	0	0	0	0	0	4	0	0
chr12_57468224_57467333_fwd	0	0	0	0	0	5	0	5
chr12_56477660_56478262_rev	0	0	0	0	0	0	0	0
chr12_103999397_104015105_rev	0	0	0	0	0	4	0	0
chr12_103999397_104021491_rev	0	0	0	0	0	2	0	0
chr12_104014230_104021491_rev	0	0	0	0	0	5	0	0
chr12_109855619_109858741_rev	0	0	2	0	0	0	0	0
chr12_109857526_109858741_rev	0	0	0	0	0	0	7	0
chr12_101753372_101760143_rev	0	0	0	0	0	0	0	0
chr12_101753372_101771157_rev	0	0	0	0	0	0	0	0
chr12_101753372_101780621_rev	0	0	0	0	5	0	0	0
chr12_101757212_101771157_rev	0	0	0	0	0	0	0	3
chr12_101780152_101786217_rev	0	0	0	0	0	0	0	0
chr12_101780152_101790057_rev	0	0	0	0	0	13	0	0
chr12_101786012_101790057_rev	0	0	1	0	0	2	0	0
chr12_101786012_101796762_rev	0	0	1	0	0	0	0	0
chr12_64728956_64744907_rev	0	0	0	0	0	0	0	0
chr12_64728956_64747918_rev	0	0	0	0	0	0	0	0
chr12_64737004_64739499_rev	0	0	0	0	0	0	2	0
chr12_64743141_64744907_rev	0	0	1	0	0	0	0	0
chr12_132774157_132808549_rev	0	0	1	0	0	0	0	0
chr12_132776634_132777090_rev	0	0	0	0	0	0	0	2
chr12_132780798_132782493_rev	0	0	3	0	0	0	0	0
chr12_132782296_132784307_rev	0	0	0	0	0	0	0	0
chr12_132784164_132822311_rev	0	0	0	0	0	0	0	0
chr12_132786339_132789290_rev	0	0	0	0	0	2	0	0
chr12_132786339_132791293_rev	0	0	5	0	2	0	3	0
chr12_132807177_132813419_rev	0	8	0	0	0	0	0	0
chr12_132807177_132822311_rev	0	0	0	0	0	4	0	0
chr12_110455586_110455930_rev	0	0	0	0	0	10	0	4
chr12_110455586_110457634_rev	0	0	0	0	0	6	0	13
chr12_66392308_66392816_rev	0	0	9	4	14	45	11	32
chr12_66406283_66432628_rev	0	0	0	0	0	4	0	0
chr12_66406283_66445508_rev	0	0	2	0	0	0	0	0
chr12_66420720_66445508_rev	0	0	0	0	0	0	2	0
chr12_66420720_66455561_rev	0	0	0	0	0	0	0	0
chr12_66420720_66455564_rev	0	0	0	0	0	0	6	3
chr12_66432548_66465422_rev	0	0	0	0	0	3	0	0
chr12_66444584_66445508_rev	0	0	3	0	0	7	0	0
chr12_66462924_66465422_rev	0	0	2	0	0	2	2	0
chr12_66515619_66541950_rev	0	0	0	0	0	6	0	2
chr12_66515619_66596927_rev	0	0	0	0	0	0	5	0
chr12_66529831_66541950_rev	0	0	9	1	0	0	18	3
chr12_66529831_66596927_rev	0	0	0	0	2	3	0	4
chr12_66539078_66596927_rev	0	0	0	0	0	0	0	0
chr12_123652735_123639264_fwd	0	10	2	0	0	0	0	0
chr12_123652735_123645455_fwd	0	0	2	0	0	0	0	0
chr12_123659930_123645455_fwd	0	0	0	0	0	3	0	0
chr12_42097442_42109691_rev	0	0	2	0	0	0	0	0
chr12_104098480_104079445_fwd	0	6	0	0	0	0	0	0
chr12_104098480_104093386_fwd	0	0	0	0	0	0	0	0
chr12_112175736_112179397_rev	0	0	0	0	0	3	0	0
chr12_112178931_112179397_rev	0	0	3	0	0	8	8	13
chr12_112200638_112204623_rev	0	0	1	0	9	0	0	9
chr12_112203636_112204623_rev	0	0	2	2	0	11	0	6
chr12_112203636_112212650_rev	0	0	0	0	0	0	0	0
chr12_112203636_112226758_rev	4	0	0	0	0	0	0	0
chr12_112216292_112217195_rev	0	0	3	0	0	10	3	0
chr12_112216292_112219489_rev	0	0	0	0	0	0	0	2
chr12_112216292_112228811_rev	0	0	0	0	0	0	0	5
chr12_112229698_112233085_rev	0	0	0	0	0	0	0	0
chr12_112233004_112237098_rev	0	0	0	0	0	0	0	3
chr12_112239052_112240027_rev	0	0	0	2	0	6	0	0
chr12_112243353_112244009_rev	9	0	1	0	0	4	7	0
chr12_112258496_112259265_rev	0	0	0	0	0	0	0	0
chr12_112264090_112265983_rev	0	0	0	1	0	0	0	0
chr12_112269704_112273795_rev	0	8	2	0	0	16	0	13
chr12_112269704_112274960_rev	0	0	0	0	0	4	2	0
chr12_112269704_112283302_rev	0	0	0	0	0	0	0	0
chr12_112306064_112309669_rev	0	0	1	0	0	0	0	0
chr12_112306064_112313147_rev	1	0	2	0	0	5	7	0
chr12_112306064_112314546_rev	0	0	1	0	0	0	0	0
chr12_112306064_112319742_rev	0	0	0	0	0	0	0	5
chr12_112314457_112319742_rev	0	0	2	1	0	0	2	0
chr12_112319225_112319742_rev	0	0	24	10	15	24	17	31
chr12_66325126_66304731_fwd	0	0	1	0	0	0	0	0
chr12_66325126_66322724_fwd	0	0	0	0	0	0	3	0
chr12_122851297_122848031_fwd	0	0	0	3	0	0	0	0
chr12_54282486_54282394_fwd	0	0	2	0	0	0	0	0
chr12_54284317_54283812_fwd	0	0	1	0	0	0	0	0
chr12_56786014_56784853_fwd	0	0	0	0	0	0	0	2
chr12_103943319_103932277_fwd	0	2	0	0	0	0	0	0
chr12_103943874_103937695_fwd	0	0	0	0	0	0	0	0
chr12_103943874_103938340_fwd	0	0	0	2	0	0	0	0
chr12_103947430_103947311_fwd	0	0	0	0	0	0	0	0
chr12_6548425_6548825_rev	0	0	4	0	9	6	0	0
chr12_6549756_6549896_rev	0	0	0	0	0	0	0	0
chr12_110129130_110127360_fwd	0	0	0	0	0	0	4	0
chr12_110132636_110127360_fwd	0	0	0	0	0	2	0	0
chr12_110132636_110128950_fwd	0	0	0	0	0	9	0	9
chr12_110135437_110127360_fwd	0	0	0	0	0	0	0	15
chr12_110135437_110134948_fwd	0	0	0	0	0	5	3	8
chr12_110136860_110127360_fwd	0	0	0	0	0	0	3	0
chr12_110136860_110134948_fwd	0	0	2	0	0	0	2	0
chr12_110143545_110128950_fwd	0	0	6	0	0	9	0	9
chr12_110147048_110127360_fwd	0	0	0	0	0	7	0	0
chr12_110147048_110128950_fwd	0	0	6	0	3	18	3	4
chr12_110147048_110136776_fwd	0	0	0	0	0	3	0	0
chr12_110163065_110127360_fwd	0	0	0	0	2	0	0	8
chr12_110163065_110128950_fwd	0	0	4	0	0	5	0	9
chr12_110191048_110146953_fwd	0	0	0	0	0	0	0	0
chr12_110205680_110205443_fwd	0	0	3	0	0	0	0	0
chr12_110209216_110203864_fwd	0	0	0	0	0	0	0	0
chr12_53101160_53100712_fwd	0	0	0	0	0	0	0	0
chr12_30649137_30653092_rev	0	0	0	1	0	0	0	0
chr12_30661141_30666251_rev	0	0	0	0	0	3	0	0
chr12_30665220_30666251_rev	0	0	2	0	0	2	0	4
chr12_30669183_30684457_rev	0	0	0	0	0	0	6	0
chr12_30670962_30674753_rev	0	0	1	0	0	0	0	0
chr12_30673990_30674753_rev	0	0	0	0	0	3	0	2
chr12_30673990_30684457_rev	0	0	1	0	0	0	0	0
chr12_30680482_30684457_rev	0	0	0	0	0	0	0	0
chr12_66217235_66203711_fwd	0	0	1	0	0	0	0	0
chr12_66217235_66209456_fwd	0	0	0	1	0	0	0	4
chr12_66228370_66203711_fwd	0	2	1	1	2	0	23	0
chr12_66228370_66226723_fwd	0	0	1	1	0	6	2	0
chr12_66245262_66203711_fwd	0	1	0	0	0	0	0	0
chr12_2818277_2817223_fwd	0	1	4	0	0	4	0	3
chr12_2818353_2817223_fwd	0	0	0	6	0	0	0	0
chr12_2821792_2820086_fwd	23	3	17	3	3	32	23	12
chr12_2824252_2817223_fwd	0	0	0	0	0	0	0	9
chr12_2824252_2822794_fwd	0	0	0	0	0	6	2	0
chr12_2836956_2822794_fwd	0	17	0	0	0	0	0	0
chr12_54402001_54403324_rev	0	0	0	0	0	3	0	0
chr12_54404145_54404246_rev	0	0	0	0	0	2	3	3
chr12_54405166_54408235_rev	0	0	0	0	0	0	0	0
chr12_54408756_54409597_rev	0	0	4	0	0	4	2	0
chr12_55687971_55688300_rev	0	0	1	0	0	0	0	0
chr12_55688844_55693317_rev	0	0	0	0	0	0	0	0
chr12_55692844_55693317_rev	0	0	0	0	0	0	0	10
chr12_55697451_55697546_rev	0	0	0	0	0	0	2	0
chr12_55699870_55700971_rev	0	0	0	0	0	0	0	2
chr12_55700899_55701154_rev	22	48	520	11	364	1818	744	2732
chr12_55700899_55703178_rev	0	0	0	0	0	7	0	0
chr12_26387434_26411412_rev	0	0	0	0	0	3	0	0
chr12_26387434_26632059_rev	0	0	1	0	0	0	0	0
chr12_26387434_26716242_rev	0	0	0	0	0	0	0	2
chr12_26411320_26443650_rev	0	0	0	0	3	0	0	0
chr12_26411320_26487251_rev	0	0	0	0	0	0	0	0
chr12_26411320_26602706_rev	1	0	0	0	0	0	0	0
chr12_26415303_26443650_rev	0	0	0	0	0	0	4	0
chr12_26419049_26436346_rev	0	1	0	0	0	0	0	0
chr12_26481131_26655852_rev	0	1	0	0	0	0	0	0
chr12_26494153_26602706_rev	0	0	0	0	0	3	0	0
chr12_26494153_26716242_rev	0	0	2	0	0	0	0	0
chr12_26550247_26602706_rev	0	0	7	0	3	10	0	13
chr12_26550247_26632059_rev	0	0	0	0	0	0	0	0
chr12_26550247_26655852_rev	0	5	1	0	0	0	0	5
chr12_26550247_26716242_rev	0	0	0	0	0	4	0	0
chr12_26578713_26602706_rev	0	0	0	0	2	0	0	0
chr12_26578713_26632059_rev	0	0	0	0	0	0	0	0
chr12_26595465_26602706_rev	0	0	0	0	0	7	7	0
chr12_26595465_26632059_rev	0	0	0	0	0	0	3	0
chr12_26602370_26655852_rev	0	0	0	0	0	0	0	0
chr12_26621123_26632059_rev	0	0	3	1	0	4	0	5
chr12_26621123_26695650_rev	0	0	0	0	1	0	0	0
chr12_26628033_26655852_rev	0	9	0	5	0	5	0	25
chr12_26628033_26716242_rev	0	0	0	0	0	0	13	20
chr12_26653976_26695650_rev	0	0	0	0	0	0	0	0
chr12_26653976_26716242_rev	0	0	0	0	0	4	8	0
chr12_26681874_26686632_rev	0	8	0	0	0	0	0	0
chr12_26681874_26695650_rev	0	0	0	0	0	0	6	0
chr12_26681874_26711268_rev	0	0	0	0	2	0	0	0
chr12_26681874_26716242_rev	0	0	0	0	3	5	4	0
chr12_26695606_26716242_rev	0	0	0	0	0	4	0	11
chr12_26711173_26725765_rev	0	0	0	0	0	3	0	0
chr12_26711173_26790227_rev	0	0	0	0	0	0	0	0
chr12_48660366_48679833_rev	0	0	0	0	0	2	0	0
chr12_48662560_48679833_rev	0	0	3	0	0	0	0	0
chr12_48669106_48679833_rev	0	1	0	0	0	0	2	0
chr12_48679036_48679833_rev	0	0	1	0	0	0	0	0
chr12_121532806_121578946_rev	0	0	0	0	0	0	0	0
chr12_121548877_121578946_rev	0	0	0	0	0	0	0	0
chr12_292759_318461_rev	0	0	0	0	0	0	0	0
chr12_292759_350779_rev	0	0	0	0	0	0	0	0
chr12_292759_356537_rev	0	0	0	0	0	0	0	0
chr12_306946_356537_rev	0	0	0	0	0	0	0	0
chr12_307454_313194_rev	0	0	0	0	0	0	0	0
chr12_328835_356537_rev	0	0	0	0	0	0	0	0
chr12_350621_352324_rev	0	0	0	0	0	16	0	0
chr12_350621_354234_rev	0	0	6	0	0	13	3	2
chr12_350621_356537_rev	4	0	0	0	3	6	4	0
chr12_350621_366104_rev	0	0	0	2	0	0	0	0
chr12_362963_366104_rev	0	0	0	0	0	4	0	0
chr12_362963_384153_rev	0	0	0	0	0	16	3	0
chr12_362963_385974_rev	0	0	0	0	0	4	0	0
chr12_105115728_105114362_fwd	0	0	0	0	0	0	0	0
chr12_105118528_105111125_fwd	0	0	0	0	0	8	0	0
chr12_105141246_105140294_fwd	0	1	0	0	0	0	0	0
chr12_105160148_105156726_fwd	0	0	1	0	0	0	0	0
chr12_105162845_105156726_fwd	0	0	3	0	0	0	0	0
chr12_31987322_31970189_fwd	0	0	0	0	2	3	0	0
chr12_31987322_31980878_fwd	0	0	0	0	0	0	0	0
chr12_39356832_39363213_rev	0	0	0	0	0	0	0	0
chr12_88505159_88507137_rev	0	0	0	1	0	0	0	0
chr12_88505159_88518867_rev	0	0	0	0	8	4	0	0
chr12_88505159_88532503_rev	0	0	0	0	0	0	0	8
chr12_88505159_88545865_rev	0	0	10	0	3	16	4	4
chr12_88515534_88545865_rev	0	0	2	0	11	8	2	0
chr12_88516334_88545865_rev	0	0	0	0	0	0	0	0
chr12_10386903_10390027_rev	0	0	0	0	0	0	0	0
chr12_9009525_8990212_fwd	0	0	0	0	1	0	0	0
chr12_9009525_8992206_fwd	0	1	0	1	0	0	0	0
chr12_49054307_49055361_rev	0	0	0	0	0	0	0	0
chr12_122539754_122538339_fwd	0	0	0	0	0	0	0	0
chr12_122546674_122538339_fwd	0	0	1	0	0	0	0	0
chr12_122547969_122546176_fwd	0	0	2	0	0	0	0	0
chr12_122557689_122557384_fwd	0	0	0	0	0	0	0	0
chr12_122574380_122569681_fwd	0	0	2	0	0	0	0	0
chr12_122580670_122577672_fwd	0	4	0	0	0	0	0	0
chr12_122580670_122579905_fwd	0	6	0	0	0	0	0	0
chr12_122582985_122579905_fwd	0	0	0	0	1	0	0	0
chr12_122584990_122584278_fwd	0	0	2	0	0	0	0	0
chr12_122588816_122584278_fwd	0	0	0	0	0	3	0	0
chr12_122594385_122575543_fwd	0	0	0	0	0	2	0	0
chr12_122624688_122594276_fwd	0	0	0	8	0	3	0	0
chr12_122624688_122618343_fwd	0	0	2	0	0	0	0	0
chr12_25225614_25245395_rev	1	0	0	0	0	0	0	0
chr12_52634092_52811977_rev	1	0	0	0	0	0	0	0
chr12_52808294_52811977_rev	0	0	0	1	0	0	0	0
chr12_52492649_52753520_rev	0	0	0	10	0	0	0	0
chr12_52448842_52488548_rev	17	0	0	0	0	0	0	0
chr12_52450012_52471516_rev	0	0	0	38	0	0	0	0
chr12_52471672_52490953_rev	56	0	0	0	0	0	0	0
chr12_50429090_50427762_fwd	17	14	19	7	18	163	18	27
chr12_50429090_50427765_fwd	0	0	0	0	2	12	0	6
chr12_50430570_50427762_fwd	0	0	15	3	4	40	13	63
chr12_50430570_50427765_fwd	0	0	1	0	0	0	0	0
chr12_50435624_50427762_fwd	0	0	0	0	6	7	4	0
chr12_50435624_50427765_fwd	0	2	0	0	0	0	0	0
chr12_50435624_50430495_fwd	0	0	11	0	0	0	9	15
chr12_50437838_50427762_fwd	0	0	8	0	8	17	4	4
chr12_50437838_50427765_fwd	0	0	1	0	1	0	0	0
chr12_50437838_50430495_fwd	0	0	2	5	0	16	0	10
chr12_50437838_50435488_fwd	0	0	0	0	0	0	0	5
chr12_50440549_50430495_fwd	0	13	0	0	0	0	0	0
chr12_50440549_50435488_fwd	0	0	0	0	0	0	0	6
chr12_50441643_50427762_fwd	2	10	0	4	26	71	26	61
chr12_50441643_50427765_fwd	0	0	2	0	0	0	0	0
chr12_50441643_50430495_fwd	0	0	0	0	0	0	0	0
chr12_50441643_50435488_fwd	0	0	0	0	1	0	4	0
chr12_50453672_50435488_fwd	0	0	0	0	0	0	0	3
chr12_50454417_50427762_fwd	1	1	5	1	0	3	0	6
chr12_50454417_50430495_fwd	0	0	0	1	0	10	0	0
chr12_50454417_50430498_fwd	0	0	0	0	0	3	0	0
chr12_50454417_50435488_fwd	0	0	0	0	0	6	0	5
chr12_50454417_50453460_fwd	0	0	0	5	0	0	0	0
chr12_50461347_50412405_fwd	1	0	0	0	0	0	0	0
chr12_50461347_50427762_fwd	0	14	1	1	0	2	0	8
chr12_50461347_50441590_fwd	0	0	0	0	0	0	0	0
chr12_50461347_50453460_fwd	0	0	0	1	0	0	0	0
chr12_50461347_50454314_fwd	0	2	2	5	0	12	9	18
chr12_50467120_50453460_fwd	0	0	0	0	0	0	0	0
chr12_50467120_50454314_fwd	0	0	2	0	0	0	0	0
chr12_50467120_50461135_fwd	0	4	0	0	0	0	0	0
chr12_50474167_50461135_fwd	0	0	2	0	0	0	0	0
chr12_50474167_50462582_fwd	0	0	5	0	0	0	0	0
chr12_50474167_50466959_fwd	0	0	0	1	0	3	0	2
chr12_21638353_21647016_rev	0	2	0	0	0	0	0	0
chr12_65241087_65210926_fwd	0	0	0	0	0	0	0	2
chr12_51056502_51052092_fwd	0	13	0	0	0	0	0	0
chr12_51056502_51053778_fwd	0	0	0	0	0	0	0	0
chr12_51056502_51053812_fwd	0	0	0	0	1	0	0	0
chr12_51056502_51055835_fwd	1	0	3	0	0	0	4	16
chr12_51058128_51056350_fwd	0	0	0	0	0	0	0	0
chr12_121799847_121799956_rev	0	0	0	0	0	3	0	0
chr12_49097566_49098105_rev	5	17	24	5	29	96	26	81
chr12_49097566_49100454_rev	0	0	0	0	0	0	0	0
chr12_58874055_58888962_rev	0	0	0	0	0	0	0	0
chr12_58876445_58880901_rev	0	0	0	1	0	0	0	0
chr12_58882869_58914336_rev	0	0	0	0	0	0	0	0
chr12_25069431_25063720_fwd	0	0	3	0	0	0	0	0
chr12_25083493_25079244_fwd	0	0	2	0	0	0	0	0
chr12_57156283_57156094_fwd	0	0	0	0	3	0	0	0
chr12_57162983_57141374_fwd	0	0	0	11	0	0	0	0
chr12_57177591_57177041_fwd	0	0	0	0	0	0	0	0
chr12_57199400_57199212_fwd	0	0	0	0	0	0	0	0
chr12_57212261_57212117_fwd	0	0	0	0	0	0	0	0
chr12_12124565_12126921_rev	0	0	0	0	0	0	0	0
chr12_12124565_12138534_rev	0	0	0	0	0	0	0	6
chr12_12147366_12151038_rev	0	0	0	0	0	0	0	0
chr12_12158829_12165295_rev	0	0	0	0	0	0	3	0
chr12_12179810_12187119_rev	0	0	0	0	0	6	0	4
chr12_12179810_12203400_rev	0	0	2	0	0	0	0	3
chr12_122186300_122184519_fwd	0	0	1	0	0	2	0	0
chr12_122201329_122184519_fwd	0	0	0	0	0	0	0	0
chr12_85057184_85055547_fwd	0	0	4	0	0	0	0	0
chr12_85160714_85152280_fwd	0	0	0	0	0	12	0	3
chr12_40253016_40251232_fwd	0	0	0	0	0	0	0	2
chr12_40263901_40251232_fwd	0	0	0	0	0	0	0	0
chr12_40274993_40257248_fwd	0	0	0	0	3	4	0	0
chr12_40304134_40302789_fwd	0	0	0	0	0	9	0	0
chr12_40305966_40302789_fwd	0	0	0	0	0	0	6	0
chr12_40323306_40310431_fwd	0	0	0	2	0	0	0	0
chr12_40328460_40298243_fwd	0	0	0	0	0	0	0	0
chr12_40335157_40298243_fwd	0	0	0	3	0	0	0	0
chr12_40348509_40346753_fwd	0	0	0	0	0	0	0	4
chr12_40354492_40298243_fwd	0	0	0	0	0	0	0	0
chr12_40359444_40346753_fwd	0	0	0	0	0	0	0	0
chr12_96017044_96019240_rev	0	0	0	0	0	0	0	0
chr12_6384684_6384588_fwd	0	0	0	0	0	0	0	0
chr12_12343092_12343414_rev	0	0	0	0	0	0	0	0
chr12_116550774_116548105_fwd	0	0	0	0	0	2	0	0
chr12_111871180_111865250_fwd	0	0	3	0	0	0	3	3
chr12_111871180_111867572_fwd	0	0	0	0	7	0	0	0
chr12_111883768_111883581_fwd	0	0	0	1	0	0	0	0
chr12_111886036_111880447_fwd	0	0	0	0	0	3	0	0
chr12_57498623_57498157_fwd	0	0	0	0	0	0	0	0
chr12_49559453_49559821_rev	0	0	4	0	0	0	0	0
chr12_68302620_68302872_rev	0	0	0	0	0	4	0	6
chr12_68302620_68315265_rev	0	0	0	0	0	0	0	3
chr12_68313443_68315265_rev	0	0	0	0	0	2	0	0
chr12_68820374_68813554_fwd	0	0	1	0	0	0	0	0
chr12_68824651_68816812_fwd	0	0	5	7	1	13	0	8
chr12_68824651_68820325_fwd	0	2	0	0	0	0	0	0
chr12_68828931_68815628_fwd	0	0	1	0	0	0	0	0
chr12_68836749_68828771_fwd	0	0	0	16	0	3	6	0
chr12_115963407_115963519_rev	0	0	2	0	0	0	0	0
chr12_115963407_115969097_rev	0	0	0	0	0	3	0	0
chr12_115968940_115975738_rev	0	0	0	6	0	0	0	0
chr12_115975515_115980938_rev	0	0	0	0	0	0	0	0
chr12_115996476_115997230_rev	0	0	0	0	0	13	12	11
chr12_116006306_116007636_rev	0	0	0	0	0	5	0	0
chr12_116019224_116022601_rev	0	0	0	0	0	0	0	0
chr12_116096669_116111512_rev	0	0	8	0	1	0	0	0
chr12_116096669_116237705_rev	0	0	11	1	0	9	0	0
chr12_116111428_116237705_rev	0	0	0	0	0	3	0	0
chr12_116237468_116237705_rev	0	0	3	0	0	0	0	0
chr12_27060993_27046154_fwd	0	0	1	0	0	0	0	0
chr12_95496098_95485879_fwd	0	0	0	0	0	0	0	3
chr12_95496098_95494056_fwd	0	0	3	0	11	6	2	0
chr12_95504161_95485879_fwd	0	0	0	0	0	12	0	11
chr12_95504161_95494056_fwd	0	0	0	0	1	3	10	5
chr12_82403130_82369449_fwd	0	0	0	0	0	0	0	3
chr12_82403130_82386803_fwd	0	0	5	0	5	0	3	5
chr12_82434724_82386803_fwd	0	2	0	0	0	0	0	0
chr12_82434724_82402983_fwd	0	0	0	0	0	0	0	0
